session_id,player_id,session_date,game_type,total_bets,total_wins,ggr,duration_minutes
S0006429,P00288,2024-09-30,Slots,4244.57,4079.3,165.27,168
S0006430,P00288,2024-06-20,Poker,3796.8,3619.55,177.25,32
S0006431,P00288,2024-12-31,Poker,3931.48,3824.63,106.85,95
S0006432,P00288,2024-09-27,Slots,209.33,195.42,13.91,11
S0006433,P00288,2024-11-22,Slots,2494.7,2299.25,195.45,21
S0006434,P00288,2024-12-31,Slots,3414.01,3135.78,278.23,107
S0006435,P00288,2024-11-23,Slots,2758.85,2545.26,213.59,156
S0006436,P00288,2024-12-04,Slots,3289.92,3075.85,214.07,53
S0006437,P00288,2024-12-18,Slots,4946.94,4631.77,315.17,95
S0006438,P00288,2024-08-03,Slots,782.96,739.72,43.24,106
S0006439,P00288,2024-12-24,Slots,3149.26,2931.31,217.95,7
S0006440,P00288,2024-11-16,Slots,4135.5,3767.35,368.15,99
S0006441,P00288,2024-07-11,Poker,4703.37,4502.64,200.73,50
S0006442,P00288,2024-12-16,Slots,4953.67,4793.18,160.49,11
S0006443,P00288,2024-09-16,Slots,311.07,282.19,28.88,75
S0006444,P00288,2024-10-24,Slots,1536.74,1400.93,135.81,67
S0006445,P00288,2024-06-21,Slots,1490.5,1413.16,77.34,115
S0006446,P00288,2024-08-03,Sports Betting,2429.65,2374.82,54.83,7
S0006447,P00288,2024-11-19,Slots,294.8,273.47,21.33,84
S0006448,P00288,2024-11-26,Slots,863.46,780.92,82.54,91
S0006449,P00288,2024-08-16,Slots,491.79,447.16,44.63,16
S0006450,P00288,2024-11-10,Table Games,2536.32,2457.79,78.53,133
S0006451,P00288,2024-08-10,Slots,3792.43,3649.52,142.91,144
S0006452,P00288,2024-12-09,Poker,4500.32,4312.21,188.11,35
S0006453,P00288,2024-12-16,Slots,2739.71,2582.03,157.68,132
S0006454,P00288,2024-06-29,Live Casino,1764.31,1717.77,46.54,144
S0006455,P00288,2024-08-19,Sports Betting,1516.32,1332.49,183.83,158
S0006456,P00288,2024-08-28,Live Casino,3499.5,3326.75,172.75,128
S0006457,P00288,2024-09-14,Slots,1462.39,1367.86,94.53,45
S0006458,P00288,2024-12-28,Slots,2886.61,2602.65,283.96,16
S0006459,P00288,2024-06-29,Slots,4644.59,4325.01,319.58,162
S0006460,P00288,2024-07-02,Slots,2506.98,2364.84,142.14,29
S0006461,P00288,2024-09-30,Slots,3487.24,3374.31,112.93,36
S0006462,P00288,2024-12-11,Slots,2422.33,2246.48,175.85,152
S0006463,P00288,2024-10-23,Slots,3587.37,3340.16,247.21,33
S0006464,P00288,2024-10-22,Slots,3241.07,3062.89,178.18,119
S0006465,P00288,2024-11-10,Live Casino,4400.8,4212.37,188.43,48
S0006466,P00288,2024-12-17,Table Games,4116.8,4026.48,90.32,120
S0006467,P00288,2024-06-29,Live Casino,2588.4,2521.05,67.35,145
S0006468,P00288,2024-12-12,Slots,833.76,765.55,68.21,178
S0006469,P00288,2024-07-22,Slots,4313.91,4123.35,190.56,12
S0006470,P00288,2024-10-29,Slots,387.4,368.32,19.08,38
S0006471,P00288,2024-11-19,Slots,4658.17,4344.88,313.29,137
S0006472,P00288,2024-09-06,Slots,3908.54,3599.66,308.88,147
S0006473,P00288,2024-11-18,Slots,856.35,804.42,51.93,72
S0006474,P00288,2024-07-11,Slots,3462.96,3170.02,292.94,171
S0006475,P00288,2024-06-19,Slots,3761.67,3405.15,356.52,156
S0006476,P00288,2024-06-22,Slots,1869.86,1810.98,58.88,105
S0006477,P00288,2024-06-18,Slots,1535.28,1403.72,131.56,72
S0006478,P00288,2024-10-17,Slots,1030.78,954.2,76.58,150
S0006479,P00288,2024-08-27,Slots,2995.09,2855.64,139.45,46
S0006480,P00288,2024-10-23,Slots,635.59,594.36,41.23,129
S0006481,P00288,2024-08-30,Poker,393.63,379.03,14.6,70
S0006482,P00288,2024-12-13,Slots,4266.96,3915.31,351.65,80
S0006483,P00288,2024-07-14,Sports Betting,2577.27,2548.06,29.21,117
S0006484,P00288,2024-08-16,Sports Betting,3502.44,3364.74,137.7,23
S0006485,P00288,2024-07-04,Slots,3098.02,2825.64,272.38,178
S0006486,P00288,2024-07-12,Slots,786.25,719.83,66.42,176
S0006487,P00288,2024-07-17,Slots,4655.26,4443.07,212.19,65
S0006488,P00288,2024-08-16,Slots,4124.56,3911.01,213.55,174
S0006489,P00288,2024-08-27,Slots,2210.36,2015.88,194.48,10
S0006490,P00288,2024-08-25,Slots,2523.17,2437.18,85.99,66
S0006491,P00288,2024-08-29,Slots,425.43,399.42,26.01,135
S0006492,P00288,2024-09-15,Live Casino,2799.91,2707.62,92.29,174
S0006493,P00288,2024-10-23,Live Casino,3336.5,3186.65,149.85,144
S0006494,P00288,2024-11-20,Live Casino,3606.51,3523.22,83.29,82
S0006495,P00288,2024-08-13,Table Games,2142.34,2072.74,69.6,61
S0006496,P00288,2024-09-30,Table Games,4287.51,4157.39,130.12,96
S0006497,P00288,2024-10-14,Slots,4659.83,4330.73,329.1,8
S0006498,P00288,2024-09-17,Slots,2433.84,2344.53,89.31,55
S0006499,P00288,2024-10-30,Slots,1694.81,1613.42,81.39,47
S0006500,P00288,2024-09-02,Slots,4681.71,4370.98,310.73,96
S0006501,P00288,2024-11-11,Slots,1998.46,1933.31,65.15,58
S0006502,P00288,2024-11-30,Slots,3972.71,3577.81,394.9,26
S0006503,P00288,2024-08-30,Slots,3581.84,3249.14,332.7,157
S0006504,P00288,2024-12-04,Live Casino,508.85,483.58,25.27,164
S0006505,P00288,2024-07-05,Slots,3472.58,3252.76,219.82,71
S0006506,P00288,2024-09-26,Slots,1662.76,1574.88,87.88,64
S0006507,P00288,2024-10-06,Poker,870.66,833.0,37.66,17
S0006508,P00288,2024-10-25,Poker,745.71,708.8,36.91,79
S0006509,P00288,2024-10-22,Slots,3198.94,3032.27,166.67,85
S0006510,P00288,2024-08-22,Slots,4917.08,4639.08,278.0,53
S0006511,P00288,2024-08-06,Slots,4086.85,3874.37,212.48,131
S0006512,P00288,2024-12-04,Table Games,2373.42,2286.2,87.22,21
S0006513,P00288,2024-09-04,Sports Betting,3272.74,3148.27,124.47,106
S0006514,P00288,2024-06-18,Poker,2778.68,2641.49,137.19,30
S0006515,P00288,2024-12-27,Slots,2886.4,2621.68,264.72,140
S0006516,P00288,2024-08-08,Slots,3453.14,3279.71,173.43,64
S0006517,P00288,2024-10-17,Slots,3848.47,3639.73,208.74,170
S0006518,P00288,2024-07-30,Slots,1318.21,1264.48,53.73,6
S0006519,P00288,2024-10-10,Sports Betting,1087.73,1083.42,4.31,31
S0006520,P00288,2024-07-17,Slots,2969.34,2692.63,276.71,84
S0006521,P00288,2024-11-11,Slots,1128.27,1018.82,109.45,89
S0006522,P00288,2024-07-14,Slots,2135.06,1991.79,143.27,137
S0006523,P00288,2024-06-24,Slots,2883.73,2637.7,246.03,87
S0006524,P00288,2024-07-03,Slots,903.32,832.29,71.03,41
S0006525,P00288,2024-10-07,Sports Betting,902.66,814.61,88.05,64
S0006526,P00288,2024-11-04,Slots,4043.99,3864.32,179.67,88
S0006527,P00288,2024-08-23,Slots,4929.94,4620.34,309.6,50
S0006528,P00288,2024-06-27,Slots,1981.18,1868.78,112.4,33
S0006529,P00288,2024-11-10,Table Games,1828.42,1783.8,44.62,138
S0006530,P00288,2024-07-29,Sports Betting,3394.96,3180.02,214.94,135
S0006531,P00288,2024-09-27,Slots,2103.41,1931.5,171.91,150
S0006532,P00288,2024-12-05,Slots,331.85,320.58,11.27,131
S0006533,P00288,2024-11-27,Slots,2479.87,2248.53,231.34,43
S0006534,P00288,2024-12-20,Slots,1438.74,1321.12,117.62,19
S0006535,P00288,2024-08-01,Slots,1573.4,1511.92,61.48,43
S0006536,P00288,2024-06-17,Slots,3571.91,3356.57,215.34,99
S0006537,P00288,2024-12-10,Slots,1804.84,1630.54,174.3,28
S0006538,P00288,2024-09-11,Slots,3357.42,3023.85,333.57,156
S0006539,P00288,2024-09-18,Slots,4717.41,4485.37,232.04,89
S0006540,P00288,2024-08-27,Slots,2861.65,2762.0,99.65,13
S0006541,P00288,2024-09-23,Slots,4969.02,4655.24,313.78,138
S0006542,P00288,2024-09-24,Slots,1830.04,1681.42,148.62,25
S0006543,P00288,2024-10-09,Slots,1694.4,1614.58,79.82,49
S0006544,P00288,2024-07-28,Slots,2491.47,2315.11,176.36,127
S0006545,P00288,2024-12-15,Poker,3778.14,3604.39,173.75,91
S0006546,P00288,2024-06-26,Sports Betting,4830.21,4663.97,166.24,143
S0006547,P00288,2024-12-29,Slots,4360.39,4068.41,291.98,71
S0006548,P00288,2024-06-26,Slots,1026.57,969.14,57.43,76
S0006549,P00288,2024-08-28,Slots,417.46,383.57,33.89,102
S0006550,P00288,2024-11-17,Slots,3627.85,3333.55,294.3,121
S0006551,P00288,2024-11-30,Table Games,2126.1,2081.03,45.07,33
S0006552,P00288,2024-06-30,Slots,2406.74,2195.82,210.92,135
S0006553,P00288,2024-09-02,Poker,460.43,450.53,9.9,136
S0006554,P00288,2024-11-05,Poker,2565.65,2469.0,96.65,160
S0006555,P00288,2024-12-11,Slots,793.2,743.11,50.09,128
S0006556,P00288,2024-11-29,Slots,4800.46,4558.29,242.17,102
S0006557,P00288,2024-10-03,Slots,4052.72,3812.57,240.15,110
S0006558,P00288,2024-07-16,Slots,1890.37,1744.85,145.52,82
S0006559,P00288,2024-11-13,Live Casino,1963.96,1876.89,87.07,176
S0006560,P00288,2024-12-01,Slots,1387.91,1280.97,106.94,54
S0006561,P00288,2024-09-29,Live Casino,2635.15,2541.28,93.87,136
S0006562,P00288,2024-10-19,Table Games,4833.48,4665.36,168.12,74
S0006563,P00288,2024-11-22,Slots,3075.55,2873.58,201.97,91
S0006564,P00288,2024-11-02,Slots,3379.78,3260.89,118.89,105
S0006565,P00288,2024-06-21,Slots,4148.81,3859.13,289.68,52
S0006566,P00288,2024-09-28,Slots,1270.31,1164.42,105.89,18
S0006567,P00288,2024-09-06,Slots,478.62,440.55,38.07,155
S0006568,P00288,2024-12-10,Slots,2683.17,2485.7,197.47,153
S0006569,P00288,2024-07-17,Poker,3592.91,3400.7,192.21,119
S0006570,P00288,2024-10-02,Slots,4859.41,4548.42,310.99,103
S0006571,P00288,2024-09-10,Slots,2780.93,2519.1,261.83,24
S0006572,P00288,2024-07-27,Table Games,3669.83,3532.94,136.89,136
S0006573,P00288,2024-08-21,Sports Betting,3200.01,2739.2,460.81,98
S0006574,P00288,2024-12-29,Slots,4250.73,4101.39,149.34,112
S0006575,P00288,2024-12-17,Poker,3764.31,3645.91,118.4,168
S0006576,P00288,2024-12-05,Slots,1905.31,1719.2,186.11,65
S0006577,P00288,2024-07-03,Slots,4516.08,4078.63,437.45,147
S0006578,P00288,2024-11-27,Slots,3161.53,2929.47,232.06,22
S0006579,P00288,2024-10-17,Slots,652.02,593.65,58.37,137
S0006580,P00288,2024-10-04,Table Games,2632.09,2601.49,30.6,134
S0006581,P00288,2024-12-02,Slots,1866.55,1724.65,141.9,53
S0006582,P00288,2024-08-11,Table Games,278.05,272.76,5.29,24
S0006583,P00288,2024-09-10,Sports Betting,4084.49,3667.09,417.4,115
S0006584,P00288,2024-07-11,Poker,279.89,270.69,9.2,144
S0006585,P00288,2024-08-02,Slots,968.61,893.37,75.24,48
S0006586,P00288,2024-11-04,Slots,1086.4,1001.33,85.07,154
S0006587,P00288,2024-10-07,Poker,3222.19,3153.43,68.76,89
S0006588,P00288,2024-07-01,Slots,923.42,872.68,50.74,112
S0006589,P00288,2024-09-14,Slots,2189.21,1975.97,213.24,77
S0006590,P00288,2024-12-08,Slots,3306.8,3041.35,265.45,58
S0006591,P00288,2024-10-02,Table Games,2991.78,2883.2,108.58,159
S0006592,P00288,2024-08-05,Slots,4099.76,3973.96,125.8,50
S0006593,P00288,2024-10-30,Slots,4160.07,4027.99,132.08,40
S0006594,P00289,2024-07-18,Poker,11.28,10.61,0.67,178
S0006595,P00289,2024-12-18,Poker,48.81,46.77,2.04,157
S0006596,P00289,2024-09-04,Slots,25.05,23.01,2.04,161
S0006597,P00289,2024-08-08,Poker,22.16,20.98,1.18,143
S0006598,P00290,2024-01-10,Sports Betting,18.75,17.05,1.7,162
S0006599,P00290,2024-06-26,Sports Betting,27.97,24.57,3.4,44
S0006600,P00290,2023-11-06,Sports Betting,47.23,45.02,2.21,73
S0006601,P00290,2023-12-05,Table Games,15.83,15.22,0.61,44
S0006602,P00291,2024-12-27,Table Games,6.66,6.54,0.12,100
S0006603,P00291,2024-12-26,Poker,32.46,31.29,1.17,74
S0006604,P00291,2024-12-30,Sports Betting,29.66,29.96,-0.3,166
S0006605,P00291,2024-12-31,Poker,24.06,22.96,1.1,137
S0006606,P00292,2024-08-01,Table Games,116.02,111.71,4.31,118
S0006607,P00292,2024-03-02,Table Games,162.02,156.89,5.13,107
S0006608,P00292,2024-07-31,Table Games,197.54,191.25,6.29,166
S0006609,P00292,2024-04-11,Table Games,125.3,121.59,3.71,42
S0006610,P00292,2024-12-12,Live Casino,154.22,150.48,3.74,138
S0006611,P00292,2024-03-27,Sports Betting,78.19,78.97,-0.78,115
S0006612,P00292,2023-09-05,Table Games,53.15,51.34,1.81,37
S0006613,P00292,2024-03-07,Table Games,160.12,157.12,3.0,93
S0006614,P00292,2023-11-12,Table Games,159.97,154.07,5.9,93
S0006615,P00292,2024-11-13,Table Games,61.13,60.26,0.87,26
S0006616,P00292,2024-07-23,Table Games,197.05,191.69,5.36,48
S0006617,P00292,2024-08-27,Table Games,93.53,91.98,1.55,72
S0006618,P00292,2024-11-19,Table Games,144.2,139.66,4.54,36
S0006619,P00293,2024-04-15,Slots,76.62,73.99,2.63,142
S0006620,P00293,2024-10-11,Slots,141.04,130.14,10.9,69
S0006621,P00293,2024-12-06,Sports Betting,749.41,678.91,70.5,10
S0006622,P00293,2023-10-11,Slots,559.48,509.35,50.13,155
S0006623,P00293,2023-06-19,Slots,406.36,369.25,37.11,124
S0006624,P00293,2023-11-11,Slots,357.88,322.9,34.98,176
S0006625,P00293,2023-08-16,Slots,392.47,366.61,25.86,125
S0006626,P00293,2024-05-31,Slots,722.66,650.85,71.81,18
S0006627,P00293,2023-07-18,Poker,782.73,764.0,18.73,93
S0006628,P00293,2023-04-17,Poker,187.63,179.41,8.22,13
S0006629,P00293,2024-08-24,Live Casino,134.09,130.56,3.53,30
S0006630,P00293,2023-05-21,Slots,390.33,373.95,16.38,35
S0006631,P00293,2024-12-20,Slots,622.36,591.06,31.3,167
S0006632,P00293,2024-09-25,Slots,119.68,109.5,10.18,141
S0006633,P00293,2024-08-02,Table Games,700.17,685.92,14.25,98
S0006634,P00293,2024-04-01,Slots,892.39,815.94,76.45,122
S0006635,P00293,2024-06-09,Slots,687.39,620.52,66.87,40
S0006636,P00293,2023-12-05,Slots,877.08,838.61,38.47,111
S0006637,P00293,2023-04-07,Slots,821.86,772.17,49.69,102
S0006638,P00293,2024-08-11,Slots,861.49,784.97,76.52,18
S0006639,P00293,2024-08-25,Slots,342.49,318.8,23.69,135
S0006640,P00293,2023-04-12,Sports Betting,92.25,87.93,4.32,180
S0006641,P00293,2024-09-09,Slots,556.84,517.71,39.13,27
S0006642,P00293,2023-05-10,Table Games,823.03,809.91,13.12,14
S0006643,P00293,2023-11-12,Slots,513.95,495.56,18.39,14
S0006644,P00293,2023-09-25,Slots,249.47,236.83,12.64,151
S0006645,P00293,2024-10-15,Slots,352.26,335.98,16.28,80
S0006646,P00293,2023-11-17,Table Games,407.98,402.35,5.63,157
S0006647,P00293,2024-12-06,Slots,823.45,775.95,47.5,73
S0006648,P00293,2024-06-10,Slots,373.5,344.35,29.15,40
S0006649,P00293,2023-12-09,Table Games,384.44,375.35,9.09,132
S0006650,P00293,2024-06-29,Slots,295.8,267.1,28.7,13
S0006651,P00293,2024-05-19,Slots,121.32,109.79,11.53,159
S0006652,P00293,2023-07-20,Slots,469.9,424.17,45.73,35
S0006653,P00293,2024-09-29,Slots,968.74,934.26,34.48,9
S0006654,P00293,2024-04-06,Slots,243.53,223.94,19.59,48
S0006655,P00293,2023-09-06,Slots,475.39,445.17,30.22,139
S0006656,P00293,2023-06-16,Poker,589.3,564.69,24.61,8
S0006657,P00293,2024-11-06,Slots,770.55,734.99,35.56,172
S0006658,P00293,2024-09-19,Slots,615.98,573.15,42.83,99
S0006659,P00293,2024-11-05,Live Casino,977.67,934.35,43.32,67
S0006660,P00293,2024-03-27,Slots,112.54,108.66,3.88,55
S0006661,P00293,2024-01-01,Slots,997.95,917.47,80.48,24
S0006662,P00293,2023-04-25,Poker,304.36,290.76,13.6,52
S0006663,P00293,2024-09-17,Live Casino,905.86,896.03,9.83,101
S0006664,P00293,2023-12-11,Slots,819.56,755.15,64.41,58
S0006665,P00293,2024-03-27,Slots,258.95,233.38,25.57,52
S0006666,P00293,2023-05-17,Sports Betting,913.26,886.06,27.2,34
S0006667,P00293,2024-05-07,Table Games,870.51,843.89,26.62,14
S0006668,P00293,2024-09-09,Slots,804.5,756.82,47.68,121
S0006669,P00293,2024-04-03,Poker,496.59,467.99,28.6,6
S0006670,P00293,2024-09-27,Slots,679.25,657.75,21.5,57
S0006671,P00293,2023-11-19,Slots,126.42,119.14,7.28,123
S0006672,P00293,2024-01-26,Sports Betting,265.77,244.6,21.17,178
S0006673,P00293,2024-07-26,Table Games,90.84,88.95,1.89,47
S0006674,P00293,2023-08-18,Slots,956.98,872.1,84.88,60
S0006675,P00293,2023-04-16,Table Games,120.95,116.89,4.06,58
S0006676,P00293,2024-07-27,Slots,402.73,367.77,34.96,25
S0006677,P00293,2023-09-26,Slots,937.46,844.58,92.88,66
S0006678,P00293,2024-11-05,Slots,630.03,610.95,19.08,77
S0006679,P00293,2024-01-12,Slots,956.17,902.55,53.62,92
S0006680,P00293,2024-07-29,Slots,200.81,186.03,14.78,130
S0006681,P00293,2024-07-23,Slots,209.58,191.09,18.49,143
S0006682,P00293,2024-03-27,Slots,517.13,471.76,45.37,177
S0006683,P00293,2024-07-06,Slots,744.64,684.83,59.81,54
S0006684,P00293,2024-03-06,Slots,136.02,126.96,9.06,97
S0006685,P00293,2023-08-07,Sports Betting,279.92,258.25,21.67,7
S0006686,P00293,2024-10-14,Slots,892.33,848.27,44.06,101
S0006687,P00293,2024-12-06,Table Games,779.72,752.27,27.45,150
S0006688,P00293,2024-11-30,Slots,914.94,882.18,32.76,120
S0006689,P00293,2023-06-24,Table Games,213.67,206.28,7.39,88
S0006690,P00293,2023-12-02,Live Casino,339.62,331.76,7.86,21
S0006691,P00293,2023-11-28,Slots,985.87,894.2,91.67,176
S0006692,P00293,2023-07-24,Slots,751.18,684.57,66.61,110
S0006693,P00293,2023-09-23,Slots,710.12,645.7,64.42,139
S0006694,P00294,2024-01-15,Poker,135.38,129.09,6.29,81
S0006695,P00294,2024-12-27,Poker,72.99,71.03,1.96,51
S0006696,P00294,2023-05-12,Poker,136.98,132.06,4.92,174
S0006697,P00294,2024-11-25,Sports Betting,167.96,161.59,6.37,99
S0006698,P00294,2023-04-11,Table Games,14.17,13.65,0.52,47
S0006699,P00294,2024-11-21,Poker,43.66,41.4,2.26,121
S0006700,P00294,2024-09-30,Poker,139.73,136.08,3.65,57
S0006701,P00294,2023-02-12,Poker,23.46,22.63,0.83,148
S0006702,P00294,2023-10-15,Poker,49.78,47.87,1.91,136
S0006703,P00294,2024-04-20,Poker,88.95,86.12,2.83,35
S0006704,P00294,2024-02-15,Poker,158.91,151.14,7.77,96
S0006705,P00294,2023-04-08,Poker,140.06,133.37,6.69,30
S0006706,P00294,2023-03-07,Poker,176.38,166.27,10.11,180
S0006707,P00294,2023-10-07,Poker,70.58,68.88,1.7,8
S0006708,P00294,2023-04-23,Live Casino,15.78,15.62,0.16,168
S0006709,P00294,2023-12-03,Sports Betting,42.99,37.57,5.42,167
S0006710,P00294,2023-12-21,Live Casino,119.64,118.07,1.57,166
S0006711,P00294,2023-06-16,Poker,88.77,86.33,2.44,136
S0006712,P00294,2023-03-16,Slots,199.81,182.05,17.76,21
S0006713,P00294,2023-11-30,Poker,159.37,153.75,5.62,96
S0006714,P00294,2023-03-14,Poker,49.9,48.17,1.73,167
S0006715,P00295,2024-05-26,Live Casino,787.17,749.13,38.04,167
S0006716,P00295,2024-04-21,Live Casino,122.73,121.18,1.55,72
S0006717,P00295,2024-02-20,Live Casino,139.24,133.92,5.32,116
S0006718,P00295,2024-03-14,Sports Betting,419.33,405.4,13.93,20
S0006719,P00295,2024-08-20,Live Casino,457.92,441.19,16.73,39
S0006720,P00295,2024-09-29,Live Casino,682.64,658.03,24.61,151
S0006721,P00295,2024-08-05,Live Casino,97.35,96.29,1.06,51
S0006722,P00295,2024-11-05,Live Casino,384.09,376.46,7.63,157
S0006723,P00295,2024-07-20,Sports Betting,653.62,649.62,4.0,159
S0006724,P00295,2024-11-09,Live Casino,170.77,165.34,5.43,18
S0006725,P00295,2024-04-10,Live Casino,518.2,507.81,10.39,108
S0006726,P00295,2024-08-02,Table Games,819.56,798.92,20.64,75
S0006727,P00295,2024-09-16,Live Casino,461.12,440.8,20.32,32
S0006728,P00295,2024-08-02,Live Casino,963.75,926.19,37.56,48
S0006729,P00295,2024-08-09,Live Casino,276.54,271.75,4.79,20
S0006730,P00295,2024-10-05,Live Casino,466.66,459.39,7.27,14
S0006731,P00295,2024-12-22,Poker,72.7,68.79,3.91,42
S0006732,P00295,2023-12-28,Sports Betting,555.72,514.39,41.33,32
S0006733,P00295,2024-02-08,Live Casino,256.63,253.83,2.8,96
S0006734,P00295,2024-07-10,Live Casino,992.91,956.58,36.33,94
S0006735,P00295,2024-05-09,Sports Betting,222.63,196.95,25.68,150
S0006736,P00295,2024-02-10,Sports Betting,320.53,297.63,22.9,126
S0006737,P00295,2024-07-08,Live Casino,566.84,549.91,16.93,101
S0006738,P00295,2024-03-22,Live Casino,959.89,914.86,45.03,62
S0006739,P00295,2024-10-19,Live Casino,967.62,955.15,12.47,163
S0006740,P00295,2024-06-28,Live Casino,914.93,892.4,22.53,97
S0006741,P00295,2024-08-03,Live Casino,889.84,852.32,37.52,58
S0006742,P00295,2024-03-21,Live Casino,387.98,379.35,8.63,32
S0006743,P00295,2024-01-02,Live Casino,908.06,873.97,34.09,48
S0006744,P00295,2024-04-22,Live Casino,162.72,161.0,1.72,88
S0006745,P00295,2023-12-29,Table Games,710.24,690.86,19.38,171
S0006746,P00295,2024-07-17,Live Casino,484.81,475.18,9.63,148
S0006747,P00295,2024-12-16,Live Casino,857.27,837.81,19.46,38
S0006748,P00295,2024-12-27,Live Casino,771.1,752.68,18.42,44
S0006749,P00295,2024-09-18,Live Casino,333.78,318.02,15.76,114
S0006750,P00295,2024-06-09,Live Casino,938.83,902.07,36.76,44
S0006751,P00295,2023-12-27,Live Casino,472.41,451.62,20.79,81
S0006752,P00295,2024-11-09,Live Casino,111.1,108.99,2.11,115
S0006753,P00295,2024-01-09,Sports Betting,375.57,330.87,44.7,103
S0006754,P00295,2024-12-12,Live Casino,836.23,797.48,38.75,92
S0006755,P00295,2024-03-29,Slots,616.43,595.69,20.74,160
S0006756,P00295,2024-05-16,Live Casino,358.01,344.54,13.47,77
S0006757,P00295,2024-02-17,Live Casino,524.41,511.77,12.64,113
S0006758,P00295,2024-04-14,Live Casino,345.1,334.98,10.12,58
S0006759,P00295,2024-03-23,Poker,473.77,457.42,16.35,97
S0006760,P00295,2024-02-15,Live Casino,590.5,568.83,21.67,179
S0006761,P00295,2024-12-18,Live Casino,559.36,550.2,9.16,95
S0006762,P00295,2024-03-26,Live Casino,541.75,528.91,12.84,78
S0006763,P00295,2024-03-03,Live Casino,956.94,912.75,44.19,18
S0006764,P00295,2024-10-20,Live Casino,345.16,330.06,15.1,9
S0006765,P00295,2024-02-01,Live Casino,465.99,458.72,7.27,51
S0006766,P00296,2024-11-07,Live Casino,10.96,10.68,0.28,46
S0006767,P00296,2024-12-30,Live Casino,47.68,46.85,0.83,68
S0006768,P00296,2024-12-19,Live Casino,7.82,7.61,0.21,97
S0006769,P00296,2024-09-03,Live Casino,40.04,39.09,0.95,149
S0006770,P00296,2024-09-06,Live Casino,3.32,3.22,0.1,87
S0006771,P00296,2024-08-23,Live Casino,17.48,17.03,0.45,99
S0006772,P00297,2024-10-22,Table Games,22.46,22.03,0.43,36
S0006773,P00297,2024-11-20,Table Games,23.48,23.04,0.44,72
S0006774,P00297,2024-07-04,Table Games,17.01,16.82,0.19,75
S0006775,P00297,2024-10-03,Table Games,45.4,44.41,0.99,72
S0006776,P00297,2024-10-03,Table Games,32.81,32.45,0.36,30
S0006777,P00297,2024-11-30,Table Games,36.46,35.72,0.74,59
S0006778,P00297,2024-07-17,Live Casino,47.81,46.41,1.4,110
S0006779,P00297,2024-12-10,Table Games,14.76,14.4,0.36,134
S0006780,P00298,2024-07-11,Table Games,349.13,342.2,6.93,159
S0006781,P00298,2024-05-24,Table Games,951.83,931.75,20.08,124
S0006782,P00298,2024-09-03,Table Games,361.37,349.95,11.42,111
S0006783,P00298,2024-11-29,Table Games,854.58,830.95,23.63,174
